datetime,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
202109040515,13,9,11,27,10,9,4,10,28,7,12,6,10,13,11,10,11,28,12,11,7,12,26,7,12,8,10,13
202109040530,13,9,13,30,10,9,5,11,27,9,13,6,12,13,11,10,12,31,12,11,7,13,25,9,13,8,11,13
202109040545,19,17,15,41,15,12,9,16,38,10,19,11,15,14,17,17,14,41,17,15,12,18,36,10,19,13,14,14
202109040600,19,18,15,47,21,15,8,20,42,12,21,15,17,17,18,18,15,47,23,18,12,22,39,12,21,17,16,17
202109040615,21,18,17,46,23,15,7,20,43,14,22,16,18,14,20,19,16,46,24,18,11,22,40,13,22,17,17,14
202109040630,23,16,17,47,21,16,8,22,46,16,23,19,18,16,21,17,16,48,23,19,12,24,43,15,23,20,18,16
202109040645,21,20,18,47,16,17,9,22,49,15,25,19,18,16,19,21,17,47,18,20,13,24,46,15,25,20,18,17
202109040700,24,22,23,52,22,20,11,25,46,22,25,22,21,17,22,23,22,52,24,22,15,27,43,21,25,23,21,18
202109040715,29,25,26,54,27,20,10,28,50,23,32,23,22,20,27,26,25,54,29,23,14,30,47,22,31,25,22,21
202109040730,29,26,27,59,30,25,12,30,57,21,30,24,27,18,27,26,26,59,31,28,17,31,53,20,30,25,26,19
202109040745,32,25,24,58,37,26,12,33,62,25,35,29,27,21,31,26,23,59,38,29,17,34,58,24,35,30,27,22
202109040800,41,29,28,64,41,30,12,37,69,26,38,34,32,28,39,30,27,65,42,33,18,39,64,25,38,36,32,29
202109040815,43,29,29,69,44,35,13,40,68,27,37,32,36,26,41,31,28,70,46,38,19,41,63,26,38,34,35,27
202109040830,41,30,26,62,52,39,12,40,61,27,36,39,33,25,40,31,25,63,53,40,17,41,57,26,36,40,33,26
202109040845,45,33,26,65,56,34,10,39,54,24,39,31,32,25,44,34,25,66,57,35,15,40,50,23,39,32,31,26
202109040900,43,31,24,72,58,37,13,34,61,26,38,35,36,30,42,32,24,73,59,38,18,36,57,25,38,37,35,30
202109040915,43,31,25,72,59,38,13,42,56,30,37,37,37,29,43,32,25,73,59,39,18,43,52,29,38,38,36,29
202109040930,37,33,24,78,61,34,16,48,59,29,41,38,37,27,37,34,24,78,61,36,21,49,55,28,41,39,36,27
202109040945,47,31,27,75,58,34,16,48,66,27,43,34,42,30,46,33,27,76,59,36,21,49,61,26,44,36,40,30
202109041000,51,34,25,76,65,30,18,54,70,25,42,35,41,28,50,36,25,77,65,33,23,55,65,24,43,37,40,28
202109041015,52,34,25,75,79,31,18,53,67,25,39,32,42,32,52,36,25,76,79,34,23,54,63,24,40,34,40,32
202109041030,59,35,27,78,72,37,15,57,63,25,38,35,46,28,58,37,26,79,73,39,20,58,59,24,40,37,44,29
202109041045,57,40,26,71,69,34,20,52,63,25,38,36,41,32,56,42,26,72,70,36,24,53,59,24,39,38,40,32
202109041100,60,39,26,73,67,38,21,55,61,28,36,34,35,34,59,41,26,75,68,39,25,56,58,27,37,36,34,34
202109041115,58,32,23,82,69,39,16,55,62,28,36,36,33,30,57,34,23,83,70,40,21,56,58,27,36,38,33,30
202109041130,63,39,25,78,77,38,18,48,59,29,32,34,37,33,63,41,25,79,78,39,22,49,55,28,33,36,36,33
202109041145,68,41,28,78,76,39,18,47,61,30,33,30,36,30,67,43,27,80,77,40,23,48,57,29,34,32,35,31
202109041200,62,45,26,83,78,45,16,51,63,31,28,32,34,25,61,46,25,84,78,46,21,52,59,30,29,33,33,26
202109041215,68,49,29,82,75,42,20,43,59,32,29,34,34,30,67,51,28,84,76,42,24,44,56,31,30,36,33,31
202109041230,71,45,32,82,85,44,19,48,59,31,32,27,42,35,70,47,32,84,85,44,23,50,56,30,34,30,40,36
202109041245,76,44,28,89,81,48,17,45,62,26,31,24,35,30,75,47,28,91,82,48,22,46,58,25,32,27,33,30
202109041300,79,46,28,82,78,48,20,46,57,26,31,25,34,29,78,49,27,84,80,48,24,47,54,25,32,27,33,30
202109041315,74,40,29,74,77,47,18,43,60,24,36,30,30,32,73,43,28,76,78,47,22,45,56,24,36,33,29,32
202109041330,75,35,29,76,73,39,15,38,64,29,41,24,29,27,74,39,28,79,75,40,20,39,60,28,40,26,28,28
202109041345,71,39,30,70,79,38,17,42,59,27,38,26,35,25,70,42,29,73,80,39,21,43,55,26,38,28,34,26
202109041400,76,42,28,76,79,34,17,45,59,28,39,26,37,24,75,45,27,79,80,36,21,46,55,27,39,28,35,25
202109041415,67,40,30,68,79,33,16,46,58,25,37,32,38,25,66,42,29,70,80,35,20,47,54,24,38,33,37,26
202109041430,74,40,29,71,73,32,16,46,59,25,38,28,36,27,73,43,28,74,74,34,21,47,55,24,38,30,35,28
202109041445,73,35,26,67,73,36,14,48,62,22,32,30,33,30,72,39,26,70,74,38,19,49,58,21,33,32,32,30
202109041500,73,40,29,71,76,39,13,47,61,24,32,29,38,31,72,43,28,74,77,40,18,48,57,23,33,31,36,31
