datetime,1,2,3,4,5
202109081930,16.0,18.0,47.0,17.0,9.0
202109081945,17.0,20.0,44.0,16.0,8.0
202109082000,20.0,21.0,46.0,14.0,9.0
202109082015,21.0,21.0,44.0,11.0,11.0
202109082030,20.0,24.0,45.0,8.0,12.0
202109082045,14.0,21.0,37.0,10.0,15.0
202109082100,13.0,18.0,41.0,12.0,14.0
202109082115,12.0,17.0,37.0,10.0,10.0
202109082130,10.0,24.0,32.0,11.0,11.0
202109082145,10.0,24.0,38.0,8.0,8.0
202109082200,8.0,22.0,34.0,8.0,6.0
202109082215,9.0,22.0,35.0,8.0,8.0
202109082230,8.0,18.0,33.0,6.0,5.0
202109082245,8.0,18.0,36.0,6.0,5.0
202109082300,9.0,15.0,47.0,6.0,6.0
202109082315,7.0,17.0,41.0,5.0,4.0
202109082330,8.0,15.0,30.0,11.0,3.0
202109082345,9.0,14.0,27.0,8.0,4.0
202109090000,7.0,13.0,25.0,6.0,4.0
202109090015,4.0,13.0,23.0,6.0,4.0
202109090030,4.0,11.0,20.0,6.0,4.0
202109090045,4.0,12.0,18.0,6.0,4.0
202109090100,3.0,9.0,20.0,7.0,3.0
202109090115,2.0,7.0,19.0,4.0,2.0
202109090130,2.0,6.0,17.0,5.0,2.0
202109090145,2.0,5.0,17.0,5.0,2.0
202109090200,3.0,7.0,20.0,7.0,1.0
202109090215,2.0,6.0,17.0,6.0,0.0
202109090230,3.0,6.0,17.0,4.0,0.0
202109090245,2.0,5.0,17.0,4.0,0.0
202109090300,3.0,6.0,18.0,7.0,0.0
202109090315,3.0,7.0,17.0,7.0,0.0
202109090330,1.0,8.0,19.0,5.0,0.0
202109090345,2.0,7.0,20.0,6.0,0.0
202109090400,2.0,10.0,18.0,5.0,0.0
202109090415,0.0,9.0,18.0,6.0,0.0
202109090430,0.0,11.0,20.0,5.0,0.0
202109090445,0.0,10.0,24.0,7.0,0.0
202109090500,3.0,6.0,21.0,7.0,3.0
202109090515,2.0,6.0,19.0,5.0,4.0
202109090530,3.0,6.0,17.0,4.0,4.0
202109090545,4.0,6.0,21.0,4.0,4.0
202109090600,5.0,9.0,19.0,5.0,4.0
202109090615,7.0,8.0,19.0,6.0,3.0
202109090630,8.0,11.0,24.0,8.0,4.0
202109090645,8.0,10.0,25.0,10.0,5.0
202109090700,8.0,11.0,40.0,13.0,5.0
202109090715,10.0,11.0,48.0,13.0,7.0
202109090730,12.0,12.0,44.0,11.0,7.0
202109090745,13.0,16.0,42.0,15.0,8.0
202109090800,12.0,11.0,44.0,15.0,5.0
202109090815,11.0,11.0,36.0,14.0,7.0
202109090830,10.0,12.0,31.0,14.0,6.0
202109090845,9.0,10.0,29.0,14.0,6.0
202109090900,9.0,13.0,32.0,12.0,6.0
202109090915,10.0,10.0,31.0,12.0,7.0
202109090930,11.0,9.0,34.0,15.0,8.0
202109090945,10.0,11.0,37.0,16.0,8.0
202109091000,11.0,10.0,42.0,15.0,8.0
202109091015,10.0,10.0,34.0,17.0,9.0
202109091030,12.0,11.0,35.0,17.0,11.0
202109091045,10.0,12.0,36.0,16.0,9.0
202109091100,11.0,12.0,32.0,13.0,8.0
202109091115,10.0,14.0,31.0,14.0,8.0
202109091130,11.0,16.0,37.0,14.0,8.0
202109091145,9.0,15.0,42.0,13.0,8.0
202109091200,10.0,16.0,51.0,12.0,7.0
202109091215,8.0,15.0,57.0,9.0,6.0
202109091230,6.0,16.0,52.0,14.0,6.0
202109091245,7.0,13.0,37.0,15.0,6.0
202109091300,7.0,13.0,35.0,12.0,8.0
202109091315,8.0,13.0,32.0,13.0,7.0
202109091330,10.0,12.0,36.0,14.0,7.0
202109091345,9.0,10.0,36.0,13.0,7.0
202109091400,10.0,11.0,38.0,16.0,6.0
202109091415,9.0,11.0,35.0,14.0,5.0
202109091430,8.0,14.0,30.0,13.0,9.0
202109091445,8.0,10.0,34.0,14.0,7.0
202109091500,7.0,12.0,41.0,14.0,6.0
202109091515,9.0,13.0,32.0,13.0,7.0
202109091530,7.0,12.0,35.0,13.0,9.0
202109091545,8.0,13.0,35.0,13.0,8.0
202109091600,8.0,12.0,34.0,12.0,7.0
202109091615,7.0,13.0,33.0,15.0,7.0
202109091630,8.0,15.0,36.0,13.0,8.0
202109091645,8.0,14.0,35.0,12.0,7.0
202109091700,10.0,17.0,37.0,13.0,8.0
202109091715,11.0,19.0,38.0,12.0,7.0
202109091730,13.0,20.0,39.0,13.0,8.0
202109091745,13.0,17.0,45.0,14.0,8.0
202109091800,12.0,18.0,54.0,14.0,10.0
202109091815,11.0,17.0,53.0,19.0,8.0
202109091830,11.0,19.0,46.0,16.0,7.0
202109091845,10.0,20.0,44.0,19.0,6.0
202109091900,12.0,21.0,50.0,15.0,10.0
202109091915,11.0,18.0,52.0,12.0,9.0
202109091930,14.0,17.0,48.0,15.0,9.0
202109091945,15.0,18.0,45.0,15.0,10.0
202109092000,17.0,21.0,46.0,15.0,11.0
202109092015,14.0,20.0,43.0,11.0,11.0
202109092030,13.0,20.0,41.0,10.0,10.0
202109092045,11.0,18.0,43.0,10.0,9.0
202109092100,12.0,19.0,40.0,10.0,9.0
202109092115,9.0,19.0,35.0,8.0,5.0
202109092130,11.0,15.0,35.0,6.0,7.0
202109092145,10.0,15.0,31.0,6.0,9.0
202109092200,10.0,16.0,32.0,6.0,6.0
202109092215,10.0,18.0,29.0,6.0,4.0
202109092230,7.0,18.0,32.0,7.0,4.0
202109092245,8.0,21.0,38.0,7.0,5.0
202109092300,8.0,21.0,47.0,8.0,5.0
202109092315,10.0,18.0,46.0,8.0,5.0
202109092330,9.0,15.0,36.0,11.0,5.0
202109092345,9.0,15.0,26.0,10.0,4.0
202109100000,7.0,14.0,21.0,7.0,5.0
202109100015,4.0,13.0,22.0,7.0,5.0
202109100030,4.0,11.0,22.0,6.0,6.0
202109100045,4.0,10.0,18.0,5.0,5.0
202109100100,4.0,10.0,19.0,6.0,4.0
202109100115,1.0,8.0,19.0,5.0,4.0
202109100130,1.0,7.0,18.0,5.0,4.0
202109100145,1.0,6.0,19.0,5.0,3.0
202109100200,2.0,6.0,24.0,7.0,2.0
202109100215,2.0,5.0,19.0,5.0,0.0
202109100230,2.0,5.0,15.0,4.0,0.0
202109100245,2.0,5.0,16.0,3.0,0.0
202109100300,4.0,6.0,16.0,4.0,0.0
202109100315,3.0,6.0,16.0,5.0,0.0
202109100330,3.0,6.0,17.0,6.0,0.0
202109100345,3.0,6.0,16.0,7.0,0.0
202109100400,3.0,6.0,19.0,5.0,0.0
202109100415,0.0,7.0,16.0,4.0,0.0
202109100430,0.0,8.0,16.0,4.0,0.0
202109100445,0.0,9.0,14.0,5.0,0.0
202109100500,1.0,6.0,12.0,5.0,1.0
202109100515,3.0,7.0,14.0,6.0,1.0
202109100530,4.0,7.0,16.0,5.0,2.0
202109100545,4.0,8.0,16.0,6.0,2.0
202109100600,7.0,7.0,17.0,8.0,2.0
202109100615,6.0,7.0,15.0,8.0,3.0
202109100630,8.0,8.0,23.0,7.0,5.0
202109100645,10.0,8.0,26.0,9.0,4.0
202109100700,10.0,9.0,30.0,11.0,7.0
202109100715,11.0,10.0,42.0,14.0,6.0
202109100730,11.0,12.0,38.0,13.0,8.0
202109100745,12.0,14.0,40.0,16.0,9.0
202109100800,12.0,12.0,42.0,18.0,7.0
202109100815,9.0,9.0,35.0,13.0,9.0
202109100830,10.0,7.0,33.0,14.0,10.0
202109100845,10.0,8.0,30.0,14.0,8.0
202109100900,11.0,9.0,32.0,15.0,8.0
202109100915,11.0,8.0,33.0,14.0,9.0
202109100930,9.0,8.0,31.0,18.0,7.0
202109100945,10.0,11.0,36.0,16.0,10.0
202109101000,11.0,12.0,41.0,14.0,9.0
202109101015,11.0,10.0,41.0,11.0,6.0
202109101030,12.0,8.0,38.0,14.0,10.0
202109101045,12.0,9.0,35.0,12.0,9.0
202109101100,14.0,13.0,36.0,14.0,10.0
202109101115,15.0,17.0,37.0,18.0,9.0
202109101130,14.0,17.0,42.0,15.0,8.0
202109101145,12.0,13.0,40.0,12.0,5.0
202109101200,13.0,14.0,51.0,12.0,7.0
202109101215,11.0,17.0,50.0,9.0,6.0
202109101230,11.0,16.0,46.0,12.0,7.0
202109101245,12.0,17.0,33.0,13.0,6.0
202109101300,12.0,15.0,27.0,8.0,5.0
202109101315,11.0,14.0,24.0,10.0,8.0
202109101330,10.0,13.0,27.0,13.0,10.0
202109101345,10.0,12.0,30.0,11.0,11.0
202109101400,12.0,8.0,37.0,12.0,8.0
202109101415,10.0,8.0,33.0,14.0,9.0
202109101430,10.0,10.0,33.0,14.0,8.0
202109101445,8.0,11.0,37.0,17.0,9.0
202109101500,11.0,13.0,46.0,18.0,10.0
202109101515,11.0,13.0,38.0,16.0,8.0
202109101530,10.0,15.0,39.0,15.0,9.0
202109101545,10.0,13.0,40.0,12.0,9.0
202109101600,9.0,14.0,36.0,14.0,9.0
202109101615,10.0,14.0,38.0,13.0,10.0
202109101630,11.0,14.0,42.0,16.0,11.0
202109101645,10.0,16.0,42.0,15.0,10.0
202109101700,12.0,18.0,39.0,15.0,9.0
202109101715,12.0,23.0,42.0,11.0,9.0
202109101730,19.0,26.0,46.0,11.0,10.0
202109101745,17.0,21.0,49.0,16.0,10.0
202109101800,17.0,20.0,57.0,16.0,8.0
202109101815,19.0,19.0,52.0,17.0,9.0
202109101830,12.0,18.0,51.0,21.0,8.0
202109101845,15.0,16.0,51.0,17.0,6.0
202109101900,12.0,19.0,43.0,13.0,7.0
202109101915,11.0,21.0,47.0,13.0,7.0
202109101930,15.0,21.0,48.0,14.0,7.0
202109101945,15.0,19.0,47.0,11.0,7.0
202109102000,16.0,16.0,48.0,12.0,8.0
202109102015,15.0,18.0,42.0,11.0,8.0
202109102030,13.0,16.0,45.0,11.0,9.0
202109102045,9.0,19.0,46.0,11.0,9.0
202109102100,10.0,18.0,43.0,10.0,7.0
202109102115,13.0,18.0,39.0,9.0,7.0
202109102130,11.0,18.0,34.0,7.0,6.0
202109102145,15.0,19.0,29.0,7.0,9.0
202109102200,14.0,19.0,30.0,5.0,7.0
202109102215,11.0,16.0,32.0,5.0,8.0
202109102230,12.0,14.0,33.0,5.0,6.0
202109102245,13.0,15.0,37.0,7.0,5.0
202109102300,12.0,13.0,43.0,7.0,4.0
202109102315,10.0,11.0,40.0,5.0,4.0
202109102330,8.0,12.0,29.0,6.0,4.0
202109102345,6.0,12.0,25.0,7.0,3.0
202109110000,8.0,14.0,24.0,6.0,3.0
202109110015,3.0,11.0,21.0,6.0,3.0
202109110030,5.0,10.0,20.0,6.0,3.0
202109110045,4.0,11.0,18.0,5.0,2.0
202109110100,4.0,8.0,18.0,5.0,4.0
202109110115,2.0,7.0,17.0,5.0,3.0
202109110130,2.0,7.0,14.0,5.0,4.0
202109110145,2.0,7.0,18.0,4.0,3.0
202109110200,2.0,7.0,21.0,7.0,3.0
202109110215,2.0,7.0,18.0,4.0,0.0
202109110230,2.0,6.0,15.0,4.0,0.0
202109110245,2.0,7.0,16.0,4.0,0.0
202109110300,2.0,6.0,13.0,4.0,0.0
202109110315,2.0,6.0,12.0,4.0,0.0
202109110330,3.0,6.0,11.0,3.0,0.0
202109110345,2.0,7.0,11.0,4.0,0.0
202109110400,0.0,7.0,10.0,4.0,0.0
202109110415,0.0,9.0,12.0,4.0,0.0
202109110430,0.0,10.0,12.0,3.0,0.0
202109110445,0.0,9.0,15.0,3.0,0.0
202109110500,3.0,5.0,12.0,2.0,2.0
202109110515,5.0,6.0,13.0,4.0,2.0
202109110530,4.0,6.0,20.0,6.0,3.0
202109110545,5.0,9.0,16.0,2.0,4.0
202109110600,5.0,7.0,16.0,4.0,4.0
202109110615,5.0,7.0,15.0,4.0,5.0
202109110630,6.0,10.0,19.0,5.0,5.0
202109110645,8.0,10.0,25.0,9.0,5.0
202109110700,8.0,7.0,34.0,11.0,6.0
202109110715,10.0,8.0,42.0,12.0,5.0
202109110730,8.0,9.0,35.0,11.0,5.0
202109110745,8.0,14.0,35.0,12.0,5.0
202109110800,6.0,13.0,38.0,10.0,4.0
202109110815,5.0,11.0,33.0,10.0,6.0
202109110830,8.0,11.0,34.0,8.0,5.0
202109110845,7.0,11.0,30.0,10.0,7.0
202109110900,10.0,11.0,33.0,7.0,5.0
202109110915,9.0,10.0,36.0,10.0,6.0
202109110930,9.0,8.0,32.0,11.0,4.0
202109110945,10.0,10.0,33.0,11.0,5.0
202109111000,10.0,12.0,40.0,11.0,6.0
202109111015,7.0,12.0,31.0,12.0,7.0
202109111030,7.0,11.0,30.0,12.0,7.0
202109111045,7.0,11.0,35.0,11.0,7.0
202109111100,10.0,12.0,34.0,13.0,6.0
202109111115,8.0,13.0,34.0,10.0,6.0
202109111130,8.0,14.0,37.0,11.0,6.0
202109111145,8.0,15.0,36.0,11.0,6.0
202109111200,9.0,15.0,42.0,12.0,6.0
202109111215,8.0,15.0,45.0,8.0,6.0
202109111230,8.0,14.0,42.0,13.0,4.0
202109111245,9.0,15.0,29.0,13.0,5.0
202109111300,8.0,15.0,24.0,10.0,4.0
202109111315,7.0,11.0,24.0,10.0,4.0
202109111330,6.0,12.0,24.0,9.0,4.0
202109111345,8.0,11.0,29.0,10.0,5.0
202109111400,8.0,11.0,27.0,12.0,6.0
202109111415,8.0,10.0,30.0,10.0,7.0
202109111430,6.0,11.0,30.0,12.0,7.0
202109111445,8.0,12.0,36.0,11.0,6.0
202109111500,8.0,14.0,40.0,14.0,7.0
202109111515,9.0,15.0,34.0,15.0,7.0
202109111530,9.0,9.0,32.0,16.0,8.0
202109111545,8.0,10.0,29.0,15.0,6.0
202109111600,8.0,10.0,36.0,13.0,6.0
202109111615,7.0,11.0,38.0,13.0,5.0
202109111630,8.0,13.0,34.0,13.0,7.0
202109111645,9.0,12.0,34.0,11.0,8.0
202109111700,7.0,10.0,39.0,15.0,6.0
202109111715,8.0,12.0,42.0,14.0,8.0
202109111730,9.0,15.0,40.0,12.0,9.0
202109111745,11.0,17.0,39.0,15.0,8.0
202109111800,10.0,15.0,48.0,13.0,7.0
202109111815,11.0,15.0,50.0,10.0,7.0
202109111830,11.0,18.0,54.0,11.0,8.0
202109111845,13.0,14.0,48.0,15.0,9.0
202109111900,14.0,19.0,48.0,14.0,9.0
202109111915,11.0,16.0,50.0,13.0,8.0
202109111930,7.0,13.0,47.0,12.0,6.0
202109111945,8.0,12.0,47.0,9.0,6.0
202109112000,9.0,18.0,47.0,9.0,7.0
202109112015,11.0,20.0,47.0,11.0,7.0
202109112030,10.0,17.0,47.0,10.0,7.0
202109112045,12.0,19.0,47.0,9.0,7.0
202109112100,11.0,19.0,45.0,9.0,7.0
202109112115,10.0,18.0,40.0,7.0,9.0
202109112130,11.0,19.0,40.0,9.0,6.0
202109112145,10.0,21.0,39.0,7.0,6.0
202109112200,12.0,21.0,38.0,5.0,3.0
202109112215,12.0,22.0,35.0,5.0,4.0
202109112230,8.0,18.0,39.0,6.0,3.0
202109112245,7.0,15.0,45.0,6.0,2.0
202109112300,6.0,17.0,50.0,7.0,4.0
202109112315,6.0,18.0,45.0,5.0,4.0
202109112330,4.0,13.0,34.0,8.0,5.0
202109112345,4.0,14.0,26.0,8.0,5.0
202109120000,6.0,12.0,22.0,5.0,5.0
202109120015,3.0,11.0,20.0,5.0,6.0
202109120030,3.0,8.0,19.0,5.0,6.0
202109120045,4.0,7.0,16.0,5.0,5.0
202109120100,3.0,8.0,17.0,4.0,5.0
202109120115,2.0,7.0,15.0,3.0,5.0
202109120130,3.0,6.0,14.0,4.0,5.0
202109120145,3.0,7.0,14.0,4.0,4.0
202109120200,2.0,7.0,23.0,6.0,1.0
202109120215,1.0,7.0,15.0,4.0,0.0
202109120230,1.0,8.0,16.0,3.0,0.0
202109120245,1.0,7.0,16.0,3.0,0.0
202109120300,1.0,9.0,16.0,4.0,0.0
202109120315,1.0,9.0,18.0,4.0,0.0
202109120330,2.0,8.0,18.0,4.0,0.0
202109120345,2.0,7.0,17.0,4.0,0.0
202109120400,2.0,9.0,14.0,4.0,0.0
202109120415,0.0,9.0,15.0,4.0,0.0
202109120430,0.0,11.0,16.0,3.0,0.0
202109120445,0.0,11.0,18.0,3.0,0.0
202109120500,3.0,6.0,16.0,4.0,3.0
202109120515,2.0,6.0,17.0,4.0,3.0
202109120530,3.0,6.0,16.0,4.0,3.0
202109120545,5.0,7.0,16.0,5.0,3.0
202109120600,5.0,7.0,17.0,5.0,4.0
202109120615,8.0,9.0,19.0,6.0,7.0
202109120630,9.0,7.0,22.0,5.0,6.0
202109120645,7.0,8.0,29.0,7.0,6.0
202109120700,10.0,9.0,36.0,11.0,9.0
202109120715,9.0,7.0,36.0,11.0,5.0
202109120730,9.0,8.0,34.0,9.0,5.0
202109120745,7.0,10.0,31.0,8.0,6.0
202109120800,7.0,13.0,30.0,7.0,6.0
202109120815,7.0,10.0,31.0,7.0,6.0
202109120830,9.0,10.0,36.0,9.0,5.0
202109120845,8.0,8.0,37.0,7.0,4.0
202109120900,9.0,9.0,41.0,10.0,5.0
202109120915,8.0,11.0,36.0,8.0,6.0
202109120930,9.0,7.0,34.0,10.0,9.0
202109120945,9.0,10.0,43.0,9.0,6.0
202109121000,9.0,11.0,45.0,10.0,6.0
202109121015,10.0,12.0,38.0,10.0,6.0
202109121030,8.0,11.0,33.0,10.0,6.0
202109121045,8.0,11.0,37.0,9.0,4.0
202109121100,8.0,12.0,37.0,10.0,7.0
202109121115,6.0,14.0,34.0,7.0,4.0
202109121130,10.0,11.0,33.0,6.0,5.0
202109121145,9.0,13.0,35.0,7.0,6.0
202109121200,9.0,17.0,41.0,8.0,4.0
202109121215,10.0,17.0,52.0,7.0,4.0
202109121230,10.0,16.0,51.0,5.0,4.0
202109121245,7.0,15.0,35.0,9.0,5.0
202109121300,8.0,13.0,27.0,7.0,6.0
202109121315,9.0,14.0,27.0,5.0,6.0
202109121330,7.0,15.0,28.0,5.0,8.0
202109121345,8.0,13.0,31.0,8.0,6.0
202109121400,9.0,13.0,32.0,9.0,10.0
202109121415,6.0,11.0,36.0,8.0,10.0
202109121430,9.0,10.0,34.0,7.0,8.0
202109121445,9.0,13.0,40.0,9.0,7.0
202109121500,10.0,12.0,43.0,11.0,6.0
202109121515,10.0,10.0,34.0,10.0,6.0
202109121530,8.0,14.0,29.0,9.0,6.0
202109121545,7.0,11.0,28.0,11.0,7.0
202109121600,9.0,11.0,34.0,11.0,7.0
202109121615,9.0,10.0,36.0,11.0,8.0
202109121630,9.0,7.0,33.0,11.0,8.0
202109121645,8.0,10.0,32.0,12.0,5.0
202109121700,7.0,11.0,33.0,12.0,6.0
202109121715,11.0,11.0,41.0,12.0,8.0
202109121730,12.0,14.0,33.0,11.0,8.0
202109121745,9.0,12.0,38.0,9.0,6.0
202109121800,9.0,10.0,41.0,9.0,7.0
202109121815,9.0,11.0,44.0,11.0,6.0
202109121830,11.0,14.0,51.0,12.0,5.0
202109121845,9.0,16.0,46.0,10.0,5.0
202109121900,12.0,15.0,41.0,11.0,6.0
202109121915,12.0,16.0,35.0,14.0,9.0
202109121930,10.0,17.0,40.0,12.0,6.0
202109121945,12.0,17.0,35.0,12.0,8.0
202109122000,15.0,20.0,45.0,12.0,8.0
202109122015,13.0,20.0,44.0,12.0,7.0
202109122030,16.0,18.0,39.0,10.0,6.0
202109122045,15.0,18.0,40.0,9.0,7.0
202109122100,13.0,21.0,42.0,10.0,6.0
202109122115,12.0,21.0,38.0,7.0,8.0
202109122130,12.0,18.0,41.0,5.0,7.0
202109122145,12.0,19.0,40.0,7.0,9.0
202109122200,9.0,20.0,34.0,6.0,7.0
202109122215,7.0,19.0,36.0,5.0,5.0
202109122230,7.0,18.0,34.0,6.0,4.0
202109122245,7.0,15.0,35.0,5.0,4.0
202109122300,9.0,18.0,33.0,5.0,3.0
202109122315,8.0,16.0,37.0,3.0,5.0
202109122330,9.0,17.0,28.0,9.0,4.0
202109122345,7.0,16.0,20.0,7.0,3.0
202109130000,8.0,11.0,19.0,5.0,5.0
202109130015,6.0,8.0,20.0,4.0,3.0
202109130030,6.0,9.0,17.0,4.0,3.0
202109130045,3.0,8.0,16.0,4.0,4.0
202109130100,3.0,9.0,14.0,3.0,4.0
202109130115,2.0,10.0,13.0,4.0,4.0
202109130130,2.0,7.0,11.0,4.0,5.0
202109130145,2.0,6.0,10.0,5.0,3.0
202109130200,3.0,6.0,16.0,9.0,3.0
202109130215,4.0,8.0,16.0,6.0,0.0
202109130230,3.0,8.0,13.0,4.0,0.0
202109130245,3.0,8.0,13.0,4.0,0.0
202109130300,3.0,8.0,11.0,3.0,0.0
202109130315,3.0,8.0,12.0,3.0,0.0
202109130330,3.0,6.0,13.0,4.0,0.0
202109130345,3.0,7.0,13.0,3.0,0.0
202109130400,2.0,7.0,12.0,3.0,0.0
202109130415,0.0,8.0,12.0,4.0,0.0
202109130430,0.0,11.0,10.0,5.0,0.0
202109130445,0.0,10.0,12.0,5.0,0.0
202109130500,7.0,6.0,10.0,3.0,3.0
202109130515,6.0,8.0,11.0,3.0,3.0
202109130530,4.0,7.0,16.0,4.0,3.0
202109130545,7.0,8.0,19.0,5.0,6.0
202109130600,8.0,8.0,18.0,4.0,5.0
202109130615,7.0,8.0,19.0,6.0,4.0
202109130630,10.0,9.0,26.0,8.0,5.0
202109130645,11.0,8.0,29.0,7.0,7.0
202109130700,11.0,9.0,36.0,10.0,6.0
202109130715,11.0,11.0,39.0,14.0,7.0
202109130730,10.0,17.0,36.0,14.0,9.0
202109130745,10.0,13.0,35.0,14.0,7.0
202109130800,10.0,15.0,34.0,13.0,7.0
202109130815,9.0,10.0,32.0,11.0,6.0
202109130830,7.0,11.0,29.0,14.0,6.0
202109130845,6.0,9.0,29.0,16.0,7.0
202109130900,5.0,8.0,30.0,12.0,7.0
202109130915,7.0,8.0,29.0,13.0,6.0
202109130930,7.0,7.0,27.0,17.0,6.0
